ID,PROVINCIA,COMUNIDAD,P_FELICIDAD,P_SALUD,S_NIVEL_VIDA,S_LABORAL,S_AMOR,S_SEXO,PAREJA,AÑOS_PAREJA,S_PAREJA,CONVIVE_PAREJA,CASADO,AFINIDAD_GEN,AFINIDAD_GUSTOS,AFINIDAD_SOCIAL,AFINIDAD_ECONOMI,AFINIDAD_SEX,IMPORTANCIA_SEX,IMPORTANCIA_SEX_PAREJA,EDUCACION_S,ATRACION_P,N_PAREJAS,COMUNICACION_SEX,R_EXT_MATRIMONIAL,ATRACCIÓN,F_SEXO,F_ANUAL,SEXO,EDAD,E_CIVIL,ESTUDIOS,SIT_LABORAL,OCUPACION,STATUS,NACIONALIDAD,RELIGION,SIT_ENT,PERCEPCION_EN,BIENESTAR
862,Santander,Cantabria,4,5,5,5,6,5,1,16,5,1,1,4,4,4,4,4,8,8,0,0,1,3,0,1,Regularmente,1,1,38,1,2,2,Administrativo,1,1,1,1,2,4.75
871,Madrid,Madrid,3,2,3,4,6,5,1,9,5,0,0,3,3,4,3,4,8,7,0,0,1,3,0,1,Regularmente,1,0,32,0,2,2,Obrero,1,1,1,0,2,3.0
876,Murcia,Murcia,3,5,4,4,6,4,1,25,5,1,1,4,3,4,4,3,9,10,1,0,7,3,1,2,Regularmente,1,1,48,1,2,2,Comerciante,1,1,1,1,2,4.0
888,Madrid,Madrid,4,5,4,0,6,5,1,40,5,1,1,3,4,4,4,5,7,6,0,0,1,3,0,1,Regularmente,1,0,65,1,3,2,Mando,1,1,1,0,2,3.25
910,Sevilla,Andalucía,3,3,4,5,5,5,1,7,5,1,1,3,1,4,4,4,10,10,0,0,2,3,0,1,Regularmente,0,1,35,1,2,2,Obrero,1,1,1,1,2,3.75
915,Huelva,Andalucía,3,4,2,0,4,3,1,20,5,1,1,3,4,4,4,4,10,10,0,0,1,3,0,1,Regularmente,0,1,40,1,1,0,Obrero,1,1,1,1,2,2.25
918,Huelva,Andalucía,5,3,3,0,5,5,1,37,5,1,1,3,4,4,4,4,8,9,0,0,1,3,1,1,Regularmente,0,0,63,1,1,2,Autónomo,1,1,1,0,2,2.75
930,Madrid,Madrid,4,3,4,4,5,4,1,40,4,1,1,3,4,4,4,4,9,9,0,0,1,3,0,1,Regularmente,0,0,50,1,4,2,Mando,2,1,1,1,2,3.75
931,Guipúzcoa,País Vasco,4,5,2,2,6,5,1,3,5,1,1,3,4,4,4,4,9,9,1,0,5,3,0,1,Regularmente,0,1,36,1,3,2,Obrero,1,1,0,0,2,3.25
932,Sevilla,Andalucía,4,4,2,5,5,4,1,25,4,1,1,3,4,5,5,4,8,5,0,0,4,3,1,2,Regularmente,0,0,51,1,4,2,Mando,2,1,1,1,2,3.75
934,Madrid,Madrid,5,5,2,2,6,5,0,0,0,0,0,0,0,0,0,0,8,0,1,1,5,3,1,2,Mensualmente,0,0,43,1,2,2,Mando,1,1,2,1,2,3.5
937,Navarra,Navarra,4,3,4,3,5,4,1,27,4,1,1,3,4,4,4,4,7,8,0,0,1,3,0,1,Regularmente,0,1,50,1,2,2,Comerciante,2,1,1,1,2,3.5
939,Madrid,Madrid,5,5,4,5,6,5,1,24,5,1,1,4,4,4,4,4,10,10,0,0,1,3,0,1,Regularmente,1,1,39,1,2,2,Obrero,1,1,1,0,1,4.75
967,Madrid,Madrid,3,5,2,1,5,5,1,4,4,0,0,3,3,4,3,4,9,9,1,0,3,3,0,1,Regularmente,0,1,23,0,3,1,Administrativo,1,1,1,0,2,2.75
988,Zaragoza,Aragón,4,5,2,5,6,4,1,33,5,1,1,3,5,5,4,5,5,5,0,0,1,3,0,1,Regularmente,0,1,49,1,2,2,Obrero,1,1,1,1,2,4.0
999,Madrid,Madrid,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sin actividad sexual,0,1,67,0,1,2,Obrero,1,1,1,0,2,0.75
1037,Madrid,Madrid,5,5,4,4,5,4,1,35,5,1,1,4,5,5,4,4,8,8,0,0,1,3,0,1,Regularmente,0,0,58,1,1,2,Administrativo,1,1,1,0,1,4.5
1038,Jaén,Andalucía,2,5,4,4,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,1,Sin actividad sexual,0,1,47,0,3,2,Mando,1,1,1,1,2,3.75
1058,Córdoba,Andalucía,4,5,3,4,3,4,1,30,4,1,1,4,4,4,4,4,5,3,0,0,1,3,0,2,Ocasionalmente,1,0,60,1,0,2,Obrero,0,1,1,0,2,4.0
1073,Madrid,Madrid,4,5,2,4,6,5,1,15,4,1,1,3,4,4,4,5,7,8,0,0,2,3,0,1,Regularmente,0,1,46,1,2,2,Mando,1,1,1,0,1,3.75
1090,Madrid,Madrid,3,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,3,0,1,Diariamente,1,1,64,0,2,0,Comerciante,1,1,1,0,2,3.0
1095,Madrid,Madrid,5,5,4,2,6,5,1,17,5,1,1,3,5,4,4,5,9,9,0,0,1,3,0,1,Regularmente,0,0,36,1,2,2,Mando,1,1,1,1,2,4.0
1143,Sevilla,Andalucía,4,5,2,0,5,3,1,35,4,1,1,4,5,5,5,5,7,7,1,0,1,3,0,1,Regularmente,0,1,58,1,2,2,Comerciante,1,1,1,1,1,2.75
1149,Huesca,Aragón,4,5,4,4,5,4,1,0,5,0,0,3,3,4,3,4,6,6,0,0,4,3,0,1,Regularmente,1,0,25,0,2,2,Obrero,1,1,1,0,2,4.25
1151,Málaga,Andalucía,5,5,4,4,5,2,0,0,0,0,0,0,0,0,0,0,7,0,1,0,4,3,0,1,Mensualmente,0,0,34,0,2,0,Comerciante,1,1,1,1,1,4.5
1161,Teruel,Aragón,4,4,4,4,6,5,1,10,5,1,0,3,2,5,4,5,7,8,1,0,1,3,0,1,Regularmente,0,1,26,0,4,2,Autónomo,2,1,0,0,2,4.0
1178,Madrid,Madrid,4,5,3,5,6,5,1,8,4,1,1,4,4,5,4,5,10,10,0,0,6,3,0,2,Regularmente,0,0,34,1,2,2,Obrero,1,1,1,0,2,4.25
1201,Madrid,Madrid,4,5,4,0,5,4,1,14,4,1,1,4,5,5,5,5,8,10,0,0,1,3,0,1,Regularmente,0,1,38,1,3,0,Mando,1,1,1,0,2,3.25
1202,Almería,Andalucía,4,5,2,2,5,4,1,22,4,1,1,3,3,4,3,5,7,8,0,0,1,3,0,1,Regularmente,0,1,39,1,2,2,Obrero,1,1,1,1,2,3.25
1204,Granada,Andalucía,5,5,5,4,3,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,2,Ocasionalmente,1,1,26,0,4,2,Mando,1,1,1,0,2,4.75
1208,Madrid,Madrid,4,5,2,5,5,4,1,2,4,0,0,3,3,4,3,4,8,8,1,1,3,3,0,1,Regularmente,0,1,45,0,2,2,Otro,1,1,1,0,2,4.0
1219,Madrid,Madrid,3,5,2,0,3,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,1,Sin actividad sexual,0,1,78,0,2,2,Obrero,1,1,1,1,2,2.5
1229,Asturias,Asturias,4,3,4,0,5,4,1,46,4,1,1,4,4,5,4,5,10,10,0,0,1,3,0,1,Regularmente,1,1,68,1,2,2,Mando,1,1,0,1,2,2.75
1254,Asturias,Asturias,4,2,4,0,6,5,1,22,4,1,1,3,3,4,4,4,8,8,0,0,2,3,0,1,Regularmente,0,1,42,1,2,0,Obrero,1,1,1,0,2,2.5
1256,Madrid,Madrid,2,5,3,0,2,2,1,0,5,0,0,3,3,4,3,4,6,5,1,0,15,3,1,2,Regularmente,1,0,18,0,2,0,Obrero,1,0,1,1,1,2.5
1265,Cádiz,Andalucía,4,4,5,0,5,4,1,13,4,1,1,4,5,5,5,5,10,10,0,0,3,3,0,1,Regularmente,0,1,33,1,3,2,Administrativo,1,1,1,0,2,3.25
1268,Sevilla,Andalucía,3,5,3,5,4,3,1,10,3,1,0,1,4,4,3,4,8,9,0,0,7,2,0,1,Regularmente,0,1,37,0,3,2,Mando,1,1,0,1,2,4.0
1269,Zaragoza,Aragón,5,3,2,5,6,5,1,6,5,1,0,4,4,4,3,5,6,6,1,0,1,3,0,1,Diariamente,0,1,24,0,2,2,Obrero,1,1,1,0,2,3.75
1281,Teruel,Aragón,5,3,1,4,5,4,1,30,5,1,1,4,5,4,4,5,7,9,0,0,1,3,0,1,Regularmente,0,1,49,1,2,2,Obrero,1,1,1,0,2,3.25
1313,Granada,Andalucía,3,3,3,0,6,5,1,42,5,1,1,3,3,4,4,4,10,10,0,0,1,3,0,1,Desconocido,0,1,65,1,1,2,Obrero,1,1,1,1,1,2.25
1321,Madrid,Madrid,4,5,2,4,6,4,1,10,4,1,1,4,5,5,3,5,7,7,1,0,3,3,0,1,Regularmente,0,1,29,1,3,2,Administrativo,1,0,1,1,0,3.75
1331,Vizcaya,País Vasco,4,5,4,0,3,2,0,0,0,0,0,0,0,0,0,0,5,0,1,0,41,0,0,0,Regularmente,0,0,19,0,2,1,Comerciante,1,1,0,0,1,3.25
1345,Santander,Cantabria,4,5,3,2,4,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,3,1,1,Regularmente,0,0,43,0,2,2,Obrero,1,1,1,0,1,3.5
1347,Madrid,Madrid,4,4,3,0,6,3,1,54,5,1,1,3,4,5,4,5,6,6,0,0,1,3,0,1,Ocasionalmente,0,1,70,1,2,2,Comerciante,1,1,1,0,2,2.75
1371,Zaragoza,Aragón,4,5,4,0,5,4,1,34,4,1,1,2,4,4,5,4,9,9,0,0,1,3,0,1,Regularmente,1,1,55,1,2,2,Mando,1,1,1,0,2,3.25
1378,Madrid,Madrid,2,4,4,4,3,4,1,3,2,1,0,1,4,4,4,3,8,6,1,0,7,2,0,2,Regularmente,0,0,32,0,4,2,Mando,2,1,0,0,2,3.5
1380,Madrid,Madrid,2,5,2,5,5,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,Sin actividad sexual,0,1,53,0,2,2,Obrero,1,1,1,0,1,3.5
1388,Jaén,Andalucía,4,3,2,4,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,Sin actividad sexual,0,1,48,0,2,2,Mando,1,1,0,0,2,3.25
1408,Madrid,Madrid,4,5,4,0,6,5,1,40,4,1,1,4,4,4,4,4,8,8,0,0,1,3,0,1,Regularmente,0,0,67,1,0,2,Mando,1,1,2,0,2,3.25
1431,Madrid,Madrid,4,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,100,3,1,1,Sin actividad sexual,0,0,62,0,2,2,Administrativo,1,1,0,0,2,2.75
1437,Asturias,Asturias,4,4,4,4,5,4,1,34,4,1,1,3,4,4,4,4,8,8,0,0,3,3,0,1,Regularmente,0,0,54,1,2,2,Mando,1,1,0,1,2,4.0
1445,Teruel,Aragón,4,5,4,5,5,4,1,28,4,1,1,3,4,4,4,4,7,7,0,0,1,3,0,2,Regularmente,0,0,48,1,3,2,Mando,1,1,1,0,2,4.5
1469,Jaén,Andalucía,4,5,2,3,4,4,0,0,0,0,0,0,0,0,0,0,8,0,1,1,4,3,0,0,Regularmente,0,1,23,0,3,2,Obrero,1,1,0,0,2,3.5
1478,Navarra,Navarra,5,5,4,0,5,3,1,18,5,1,1,4,5,5,4,4,6,6,0,0,18,3,0,1,Regularmente,0,0,63,1,3,2,Mando,1,1,1,0,2,3.5
1490,Madrid,Madrid,4,5,5,5,6,4,1,1,5,1,0,4,5,4,5,5,10,10,1,0,20,3,1,1,Regularmente,1,1,34,0,2,2,Administrativo,1,1,1,1,2,4.75
1497,Sevilla,Andalucía,3,3,3,0,5,4,1,22,4,1,0,3,4,4,4,4,8,8,0,0,1,3,1,1,Regularmente,1,1,52,0,2,2,Comerciante,1,1,1,0,2,2.25
1503,Cádiz,Andalucía,3,2,2,0,6,5,1,20,5,1,1,3,2,4,2,4,5,5,0,0,2,3,0,1,Desconocido,1,1,48,1,1,2,Obrero,1,1,1,0,2,1.75
1516,Málaga,Andalucía,4,5,2,4,6,4,1,6,4,1,1,3,2,4,4,5,7,8,1,0,2,3,0,1,Regularmente,0,1,33,1,4,2,Mando,1,1,0,1,1,3.75
1520,Málaga,Andalucía,5,5,5,0,4,3,1,37,2,1,1,2,2,3,4,4,5,8,0,0,1,2,0,1,Ocasionalmente,0,1,58,1,3,2,Mando,1,1,1,1,2,3.75
1524,Asturias,Asturias,4,3,4,0,4,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,998,3,0,1,Regularmente,0,0,48,0,2,2,Obrero,1,1,1,0,0,2.75
1564,Huesca,Aragón,4,3,4,4,6,0,1,48,5,1,1,4,5,4,4,5,8,8,0,0,5,3,1,1,Sin actividad sexual,0,0,74,1,4,2,Autónomo,2,1,0,0,1,3.75
1567,Almería,Andalucía,4,5,4,1,6,3,1,37,4,1,1,3,4,4,4,4,5,8,0,0,1,3,0,1,Mensualmente,1,1,53,1,1,2,Obrero,1,1,1,1,2,3.5
1580,Guipúzcoa,País Vasco,4,5,2,5,3,2,1,40,3,1,1,3,2,5,4,2,4,6,0,0,1,3,0,1,Mensualmente,0,1,66,1,1,2,Obrero,1,1,1,1,2,4.0
1582,Madrid,Madrid,5,5,4,5,6,5,0,0,0,0,0,0,0,0,0,0,7,0,1,0,5,3,0,1,Regularmente,0,0,33,0,4,2,Mando,1,1,0,0,1,4.75
1584,Murcia,Murcia,5,5,4,5,6,4,1,17,5,1,0,4,5,4,5,5,9,9,0,0,20,3,0,1,Diariamente,0,1,35,0,4,2,Mando,2,1,1,0,2,4.75
1587,Vizcaya,País Vasco,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,Sin actividad sexual,0,1,49,0,2,2,Obrero,1,1,1,1,2,1.25
1589,Córdoba,Andalucía,4,3,3,4,5,4,1,26,4,1,1,3,3,4,3,4,10,10,0,0,1,3,0,1,Desconocido,0,1,48,1,2,0,Obrero,1,1,1,0,1,3.5
1591,Asturias,Asturias,4,4,4,4,6,4,1,0,4,0,0,3,3,4,3,4,8,8,1,0,2,3,0,1,Regularmente,1,1,33,0,3,2,Obrero,1,1,0,0,2,4.0
1592,Madrid,Madrid,4,5,5,5,6,5,1,1,5,0,0,3,3,4,3,4,10,10,1,0,4,3,1,1,Regularmente,0,1,24,0,2,2,Obrero,1,1,0,0,2,4.75
1598,Sevilla,Andalucía,4,3,3,0,5,4,1,30,4,1,1,3,5,4,4,4,7,7,0,0,5,3,1,1,Regularmente,1,0,55,1,2,2,Obrero,1,1,0,1,2,2.5
1624,Madrid,Madrid,4,5,4,5,3,4,0,0,0,0,0,0,0,0,0,0,7,0,1,0,2,1,0,1,Sin actividad sexual,0,1,35,0,3,2,Obrero,1,1,1,1,1,4.5
1640,Madrid,Madrid,4,5,2,5,5,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,3,0,0,Mensualmente,0,1,35,0,4,2,Mando,1,1,0,1,2,4.0
1650,Madrid,Madrid,2,4,2,2,6,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,10,3,0,1,Ocasionalmente,0,1,32,1,2,0,Obrero,1,1,0,0,2,2.5
1663,Madrid,Madrid,4,3,4,2,5,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,1,2,Mensualmente,0,0,42,0,2,2,Obrero,1,1,0,0,2,3.25
1667,Jaén,Andalucía,5,4,5,2,5,4,1,15,5,1,1,4,3,5,4,4,8,10,1,0,2,3,0,1,Regularmente,0,1,34,1,1,2,Obrero,1,1,1,1,2,4.0
1673,Zaragoza,Aragón,5,4,4,5,6,5,1,10,5,1,1,4,5,5,4,5,8,8,1,0,1,3,0,1,Regularmente,1,1,28,1,2,2,Administrativo,1,1,1,1,0,4.5
1703,Murcia,Murcia,5,5,2,4,6,5,1,24,5,1,1,3,5,5,4,5,9,10,1,0,1,3,0,1,Regularmente,0,1,45,1,2,2,Mando,1,1,1,0,2,4.0
1751,Málaga,Andalucía,4,5,2,4,5,4,1,20,4,1,1,2,5,4,2,5,8,9,0,0,999,3,0,1,Desconocido,0,1,47,1,3,2,Otro,1,1,1,0,1,3.75
1757,Madrid,Madrid,4,2,3,0,6,4,1,15,4,1,1,4,4,4,4,3,8,10,0,0,1,3,0,1,Regularmente,0,1,36,1,2,0,Obrero,1,1,1,1,2,2.25
1783,Madrid,Madrid,5,4,5,4,5,4,1,29,5,1,1,4,5,5,5,5,10,10,0,0,1,3,0,1,Regularmente,0,1,58,1,2,2,Obrero,1,1,1,0,2,4.5
1818,Jaén,Andalucía,4,4,4,4,5,4,1,10,4,1,0,4,4,5,4,4,5,5,0,0,10,3,1,1,Regularmente,1,0,32,0,2,0,Autónomo,1,1,0,0,2,4.0
1827,Navarra,Navarra,5,4,5,5,5,3,1,21,3,1,1,3,4,5,5,3,8,4,0,0,2,3,0,1,Regularmente,0,0,42,1,3,2,Autónomo,2,1,1,1,0,4.75
1837,Madrid,Madrid,4,5,2,4,5,4,1,2,4,0,0,3,3,4,3,4,6,7,1,0,1,3,0,1,Mensualmente,0,1,20,0,2,2,Obrero,1,1,1,1,2,3.75
1870,Murcia,Murcia,4,5,3,2,6,4,1,12,5,1,1,4,4,4,4,5,7,7,0,0,1,3,0,1,Regularmente,0,1,34,1,2,0,Comerciante,1,1,1,1,1,3.5
1879,Sevilla,Andalucía,5,5,4,0,6,5,1,35,5,1,1,3,4,4,4,4,6,6,0,0,1,3,1,1,Regularmente,0,1,55,1,3,2,Comerciante,2,1,1,0,1,3.5
1881,Madrid,Madrid,5,5,4,0,5,4,1,45,4,1,1,4,5,5,4,4,10,10,0,0,998,3,0,1,Regularmente,1,0,80,1,3,2,Mando,1,1,1,1,2,3.5
1884,Jaén,Andalucía,4,5,3,4,5,4,1,30,4,1,1,3,4,4,3,4,7,7,0,0,1,3,0,1,Regularmente,1,1,53,1,0,2,Obrero,0,1,1,0,2,4.0
1893,Málaga,Andalucía,4,5,5,5,5,5,1,4,3,0,0,3,3,4,3,4,5,5,0,0,1,3,0,1,Regularmente,1,0,20,0,2,2,Obrero,1,1,1,0,1,4.75
1932,Madrid,Madrid,4,4,5,5,5,4,1,34,4,1,1,3,4,5,5,4,6,8,0,0,1,3,0,1,Regularmente,0,1,54,1,4,2,Comerciante,2,1,0,1,2,4.5
1940,Madrid,Madrid,4,5,4,4,5,4,1,20,5,1,1,3,4,4,5,5,8,7,0,0,40,3,1,2,Regularmente,1,0,62,1,2,2,Administrativo,1,1,0,1,2,4.25
1944,Madrid,Madrid,5,5,4,4,5,4,1,7,4,1,1,3,4,4,4,4,8,10,1,0,2,3,0,1,Regularmente,0,1,35,1,4,2,Comerciante,1,1,1,0,2,4.5
1946,Madrid,Madrid,4,5,4,0,4,4,1,43,4,1,1,3,4,4,4,4,8,8,0,0,1,3,0,1,Regularmente,0,0,69,1,1,2,Obrero,1,1,1,1,1,3.25
1958,Murcia,Murcia,4,5,2,4,5,4,1,30,4,1,1,2,3,5,2,4,10,10,0,0,1,3,0,1,Regularmente,0,1,53,1,2,2,Mando,1,1,1,0,2,3.75
1964,Madrid,Madrid,4,5,3,4,5,3,1,30,4,1,1,3,5,4,3,4,9,9,0,0,3,3,0,1,Regularmente,0,0,49,1,2,2,Mando,1,1,0,1,2,4.0
1968,Madrid,Madrid,4,5,4,4,5,4,1,30,4,1,1,3,4,4,4,4,8,8,0,0,1,3,0,1,Regularmente,0,0,63,1,2,2,Obrero,1,1,1,0,2,4.25
1974,Álava,País Vasco,4,4,4,5,5,4,1,20,4,1,1,3,4,4,4,4,3,8,1,0,4,3,0,1,Mensualmente,0,1,38,1,3,2,Obrero,1,1,2,0,2,4.25
2012,Murcia,Murcia,5,5,3,5,6,5,1,1,5,0,0,3,3,4,3,4,7,6,0,0,1,1,0,2,Regularmente,1,1,22,0,2,2,Obrero,1,1,1,0,2,4.5
2030,Zaragoza,Aragón,4,5,3,4,6,5,1,3,5,1,0,3,5,4,4,5,8,8,1,0,5,3,1,1,Regularmente,0,1,27,0,3,2,Mando,1,1,0,1,2,4.0
2042,Madrid,Madrid,2,3,2,2,6,2,1,6,5,1,1,3,4,4,4,4,8,8,0,0,1,3,0,1,Desconocido,1,0,32,1,2,2,Autónomo,1,1,2,1,1,2.25
2059,Álava,País Vasco,4,5,4,4,5,4,1,22,4,1,1,3,4,4,4,4,8,8,0,0,3,3,0,1,Regularmente,0,1,45,1,3,2,Mando,1,1,0,1,1,4.25
2062,Madrid,Madrid,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,Sin actividad sexual,0,1,62,0,2,2,Comerciante,1,1,1,0,2,2.25
2065,Madrid,Madrid,4,4,3,4,3,4,0,0,0,0,0,0,0,0,0,0,7,0,0,1,5,1,1,2,Mensualmente,0,1,71,0,2,2,Comerciante,1,1,0,0,1,3.75
2110,Málaga,Andalucía,4,3,4,5,5,3,0,0,0,0,0,0,0,0,0,0,5,0,1,0,3,3,1,2,Regularmente,0,0,19,0,2,2,Obrero,0,1,1,0,1,4.0
2130,Santander,Cantabria,3,5,2,4,5,4,1,8,3,1,0,3,4,4,3,4,10,5,0,0,20,3,1,1,Regularmente,0,1,47,1,3,2,Obrero,1,0,0,0,2,3.5
2131,Huelva,Andalucía,4,5,4,5,6,5,1,32,5,1,1,3,5,5,4,5,10,10,0,0,1,3,0,1,Ocasionalmente,0,0,62,1,2,2,Obrero,1,1,1,0,1,4.5
2148,Madrid,Madrid,4,5,4,3,5,4,1,18,4,1,1,4,3,4,5,5,7,9,1,0,4,3,0,1,Regularmente,0,1,42,1,3,2,Mando,2,1,0,1,1,4.0
2169,Navarra,Navarra,4,5,4,2,6,4,1,25,5,1,1,4,4,5,5,5,8,8,0,1,2,3,0,2,Regularmente,1,0,49,1,1,2,Obrero,1,1,0,1,2,3.75
2179,Madrid,Madrid,4,4,2,4,6,5,1,6,5,0,0,3,3,4,3,4,8,8,1,0,2,3,0,1,Regularmente,0,1,27,0,2,2,Otro,1,1,2,0,2,3.5
2190,Málaga,Andalucía,4,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,Sin actividad sexual,0,1,64,0,2,2,Comerciante,1,1,1,0,2,3.25
2194,Madrid,Madrid,4,5,4,3,6,4,1,7,5,1,0,4,5,5,4,4,7,8,1,0,1,3,0,1,Regularmente,0,1,27,0,3,2,Mando,1,1,1,1,2,4.0
2202,Madrid,Madrid,5,3,5,5,5,5,1,48,5,1,1,4,4,5,4,4,5,5,0,0,1,3,0,1,Regularmente,0,1,58,1,2,2,Obrero,1,1,1,1,2,4.5
2214,Madrid,Madrid,5,3,3,4,5,4,1,20,5,1,1,3,4,4,4,4,8,8,0,0,2,3,0,1,Regularmente,1,1,41,1,2,2,Obrero,1,1,0,1,2,3.75
2216,Almería,Andalucía,5,5,2,4,5,4,1,13,5,1,1,3,4,4,4,4,8,8,0,0,1,3,0,1,Regularmente,0,1,40,1,2,2,Obrero,1,1,1,0,1,4.0
2219,Madrid,Madrid,2,5,4,4,3,2,1,4,2,0,0,3,3,4,3,4,6,8,0,0,4,2,0,1,Regularmente,0,1,42,0,4,2,Mando,2,1,1,0,1,3.75
2259,Cádiz,Andalucía,4,4,3,4,5,5,1,5,5,1,0,3,4,4,4,4,10,10,1,0,2,3,0,1,Diariamente,1,1,21,0,2,2,Obrero,1,1,1,0,2,3.75
2262,Vizcaya,País Vasco,4,5,2,0,6,5,1,25,4,1,1,4,4,5,4,5,6,6,0,0,2,3,0,1,Regularmente,0,1,45,1,3,2,Mando,1,1,1,0,2,2.75
2264,Murcia,Murcia,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,1,0,Ocasionalmente,1,0,62,0,1,2,Agricultor,0,1,0,0,2,1.5
2266,Murcia,Murcia,3,3,3,1,4,3,1,34,3,1,1,3,2,4,3,3,5,5,0,0,1,3,0,2,Regularmente,0,0,64,1,2,2,Obrero,1,1,1,1,2,2.5
2277,Almería,Andalucía,4,5,4,4,4,4,1,21,4,1,1,3,3,5,5,4,7,6,0,0,998,3,0,1,Regularmente,0,0,64,1,4,2,Comerciante,2,1,1,0,2,4.25
2303,Madrid,Madrid,4,3,2,0,5,4,1,37,4,1,1,3,4,4,3,4,8,8,0,0,1,3,0,1,Mensualmente,0,0,72,1,1,2,Administrativo,1,1,1,0,2,2.25
2310,Almería,Andalucía,2,5,2,4,3,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,Ocasionalmente,0,0,27,0,2,2,Mando,1,1,0,0,1,3.25
2332,Sevilla,Andalucía,4,5,4,0,5,4,1,1,4,0,0,3,3,4,3,4,8,7,1,1,4,3,1,1,Regularmente,0,0,21,0,2,1,Mando,1,1,1,0,2,3.25
2333,Madrid,Madrid,4,5,3,4,5,4,1,45,4,1,1,3,3,4,4,4,7,10,0,0,1,3,0,1,Regularmente,1,0,56,1,2,2,Obrero,1,1,1,0,1,4.0
2343,Navarra,Navarra,4,2,4,0,5,5,1,98,5,1,1,3,4,4,4,4,10,10,0,0,1,3,0,1,Mensualmente,1,1,79,1,0,2,Obrero,1,1,1,0,0,2.5
2352,Madrid,Madrid,3,5,3,4,4,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,1,0,Regularmente,0,0,50,0,1,2,Obrero,1,1,0,0,2,3.75
2389,Huelva,Andalucía,4,5,2,0,6,5,1,26,5,1,1,3,4,5,5,5,9,9,1,0,1,3,0,1,Regularmente,0,1,41,1,2,2,Comerciante,1,1,1,1,1,2.75
2421,Jaén,Andalucía,4,5,4,0,5,4,1,51,4,1,1,4,3,5,5,5,9,9,0,0,1,3,0,1,Regularmente,0,0,75,1,2,2,Obrero,1,1,1,0,2,3.25
2423,Rioja,Rioja,3,3,3,0,1,0,1,55,1,0,0,3,3,4,3,4,10,10,0,0,1,3,0,1,Sin actividad sexual,0,0,80,1,0,2,Obrero,1,1,1,0,1,2.25
2442,Vizcaya,País Vasco,3,3,4,0,6,4,1,30,4,1,1,3,3,4,4,4,10,7,1,0,1,1,0,1,Ocasionalmente,0,1,53,1,0,2,Obrero,1,1,1,0,2,2.5
2445,Jaén,Andalucía,3,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,3,0,1,Sin actividad sexual,0,1,70,0,1,2,Obrero,1,1,1,0,2,2.0
2452,Madrid,Madrid,1,4,5,4,3,2,1,30,2,1,1,3,4,4,4,3,6,4,0,0,1,3,0,2,Regularmente,0,0,50,1,2,2,Administrativo,1,1,1,1,2,3.5
2493,Teruel,Aragón,5,5,4,3,6,4,1,1,5,0,0,3,3,4,3,4,6,6,1,0,2,3,0,1,Regularmente,0,1,21,0,2,2,Obrero,1,1,2,1,1,4.25
2503,Zaragoza,Aragón,4,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,10,0,1,0,10,3,0,1,Regularmente,0,0,34,0,3,2,Comerciante,1,1,1,0,2,3.75
2509,Granada,Andalucía,2,3,1,0,3,1,1,35,1,1,0,0,2,0,1,1,0,10,0,0,4,1,0,1,Sin actividad sexual,0,1,55,0,2,2,Comerciante,1,1,1,1,2,1.5
2511,Zaragoza,Aragón,3,5,4,3,5,4,0,0,0,0,0,0,0,0,0,0,7,0,1,0,5,0,0,0,Regularmente,0,0,24,0,2,2,Administrativo,1,1,1,1,2,3.75
2524,Málaga,Andalucía,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,41,0,0,0,Regularmente,0,1,55,0,2,2,Obrero,1,1,1,0,2,3.0
2546,Madrid,Madrid,4,3,4,4,5,4,1,28,4,1,1,3,4,4,4,4,6,10,0,0,1,3,0,1,Regularmente,0,1,52,1,2,2,Obrero,1,1,1,0,1,3.75
