ID,PROVINCIA,COMUNIDAD,P_FELICIDAD,P_SALUD,S_NIVEL_VIDA,S_LABORAL,S_AMOR,S_SEXO,PAREJA,AÑOS_PAREJA,S_PAREJA,CONVIVE_PAREJA,CASADO,AFINIDAD_GEN,AFINIDAD_GUSTOS,AFINIDAD_SOCIAL,AFINIDAD_ECONOMI,AFINIDAD_SEX,IMPORTANCIA_SEX,IMPORTANCIA_SEX_PAREJA,EDUCACION_S,ATRACION_P,N_PAREJAS,COMUNICACION_SEX,R_EXT_MATRIMONIAL,ATRACCIÓN,F_SEXO,F_ANUAL,SEXO,EDAD,E_CIVIL,ESTUDIOS,SIT_LABORAL,OCUPACION,STATUS,NACIONALIDAD,RELIGION,SIT_ENT,PERCEPCION_EN,BIENESTAR
4347,Sevilla,Andalucía,4,5,2,2,5,4,1,3,4,1,0,3,4,4,5,4,9,8,0,0,10,3,1,2,Regularmente,0,0,27,0,2,2,Mando,1,1,1,0,2,3.25
4357,Madrid,Comunidad de Madrid,4,5,4,0,6,5,1,40,4,1,1,4,4,5,4,5,8,10,0,0,1,3,0,1,Mensualmente,0,1,60,1,2,2,Comerciante,1,1,1,0,2,3.25
4362,Zaragoza,Aragón,2,3,4,4,5,5,1,1,4,1,0,3,4,4,5,5,7,7,0,0,2,3,0,1,Mensualmente,1,1,38,0,2,2,Autónomo,1,0,1,0,2,3.25
4388,Cádiz,Andalucía,5,5,5,3,5,4,1,3,5,1,1,2,3,4,3,4,6,9,0,0,2,3,0,1,Diariamente,1,1,36,1,1,2,Comerciante,1,1,1,1,1,4.5
4398,Vizcaya,País Vasco,4,4,2,2,5,4,1,15,5,1,1,4,5,5,4,5,8,9,0,0,1,3,0,1,Regularmente,0,1,33,1,2,2,Obrero,1,1,1,0,2,3.0
4401,Navarra,Comunidad Foral de Navarra,5,4,5,5,6,5,1,5,5,0,0,3,3,4,3,4,5,5,1,0,1,3,0,1,Regularmente,0,0,18,0,2,1,Comerciante,1,1,1,0,1,4.75
4411,Málaga,Andalucía,5,4,2,4,6,4,1,25,5,1,1,3,4,5,5,5,10,10,0,0,1,3,0,1,Regularmente,0,1,38,1,2,2,Obrero,1,1,1,1,2,3.75
4466,Madrid,Comunidad de Madrid,5,3,2,0,6,4,1,37,5,1,1,4,4,5,4,4,10,8,0,0,1,3,0,1,Regularmente,0,1,59,1,1,2,Mando,1,1,1,0,2,2.5
4475,Santander,Cantabria,5,5,3,0,6,4,1,50,5,1,1,3,4,5,4,4,5,5,0,0,1,3,0,1,Regularmente,0,0,67,1,2,2,Comerciante,1,1,1,1,2,3.25
4524,Almería,Andalucía,3,3,4,0,6,5,1,0,5,0,0,3,3,4,3,4,5,5,0,0,4,3,0,1,Regularmente,0,0,20,0,1,1,Obrero,1,1,0,0,2,2.5
4542,Madrid,Comunidad de Madrid,4,5,2,5,5,2,1,14,4,1,1,2,4,5,4,4,5,3,1,0,1,3,0,1,Regularmente,0,0,30,1,3,2,Mando,1,1,0,1,1,4.0
4568,Asturias,Principado de Asturias,4,5,4,0,6,4,1,50,5,1,1,4,4,5,5,4,9,8,0,0,1,3,0,1,Ocasionalmente,0,0,70,1,0,2,Obrero,1,1,1,0,2,3.25
4584,Granada,Andalucía,4,4,5,4,5,4,1,24,4,1,1,3,5,4,5,5,7,7,1,0,4,3,0,1,Regularmente,0,0,48,1,4,2,Mando,1,1,0,0,2,4.25
4589,Madrid,Comunidad de Madrid,3,2,3,0,5,3,1,30,5,1,1,2,3,3,3,3,5,5,0,0,1,3,0,1,Ocasionalmente,1,1,74,1,1,2,Obrero,1,1,1,1,1,2.0
4605,Madrid,Comunidad de Madrid,4,5,4,0,5,4,1,3,4,0,0,3,3,4,3,4,8,8,1,0,30,3,1,2,Regularmente,1,0,59,0,3,2,Mando,1,1,0,0,2,3.25
4617,Málaga,Andalucía,4,3,3,0,5,2,1,38,4,1,1,3,4,4,4,4,8,8,0,0,70,3,1,2,Ocasionalmente,0,0,75,1,4,2,Mando,2,1,1,1,2,2.5
4619,Málaga,Andalucía,3,2,3,0,5,4,1,38,4,1,1,4,5,5,4,5,9,8,1,0,20,3,1,1,Regularmente,0,0,55,1,3,2,Mando,1,1,0,0,2,2.0
4620,Asturias,Principado de Asturias,4,5,3,2,5,4,1,32,4,1,1,3,5,4,4,4,8,8,0,0,1,3,0,1,Regularmente,0,0,50,1,2,2,Mando,1,1,1,1,1,3.5
4668,Murcia,Región de Murcia,5,5,4,0,6,4,1,37,5,1,1,3,4,4,4,4,5,5,0,0,1,3,0,1,Regularmente,0,0,65,1,2,2,Mando,1,1,1,1,2,3.5
4673,Málaga,Andalucía,2,2,2,0,5,0,1,43,5,1,1,4,5,5,5,0,10,10,0,0,41,1,0,1,Regularmente,0,1,76,1,0,2,Obrero,1,1,1,1,1,1.5
4695,Sevilla,Andalucía,5,4,4,1,6,5,1,23,5,1,1,3,4,5,4,5,8,8,0,0,1,3,0,2,Regularmente,0,1,40,1,2,2,Mando,1,1,1,1,2,3.5
4712,Madrid,Comunidad de Madrid,3,5,2,0,5,4,1,3,4,0,0,3,3,4,3,4,9,9,1,0,4,3,0,1,Regularmente,0,0,19,0,2,0,Mando,2,0,0,1,2,2.5
4718,Vizcaya,País Vasco,5,4,5,4,6,5,1,2,5,1,0,4,5,4,5,5,8,7,1,0,20,3,1,1,Regularmente,1,0,31,0,4,2,Mando,1,0,0,1,1,4.5
4726,Málaga,Andalucía,4,3,2,0,5,4,1,23,4,1,1,3,3,4,5,4,7,5,0,0,12,3,1,1,Regularmente,0,0,50,1,2,2,Obrero,1,1,1,0,1,2.25
4732,Sevilla,Andalucía,4,5,4,5,5,4,1,9,4,1,1,3,4,5,5,4,7,6,0,0,15,3,1,2,Regularmente,1,0,31,1,2,2,Director,2,1,1,1,2,4.5
4745,Sevilla,Andalucía,4,3,3,3,5,4,1,32,4,1,1,4,4,4,4,4,6,10,0,0,1,2,0,1,Regularmente,0,1,51,1,2,2,Obrero,1,1,1,1,2,3.25
4798,Zaragoza,Aragón,4,5,3,4,5,4,1,10,4,1,1,4,4,5,5,4,7,6,0,0,3,3,0,1,Regularmente,0,0,40,1,4,2,Mando,1,1,0,0,2,4.0
4805,Sevilla,Andalucía,3,3,2,3,5,4,1,5,4,1,1,3,4,4,4,4,7,9,0,0,2,3,0,1,Regularmente,0,1,31,1,3,2,Comerciante,1,1,1,1,1,2.75
4811,Navarra,Comunidad Foral de Navarra,4,5,5,5,5,4,1,20,4,1,1,3,4,4,4,4,10,8,0,0,15,3,0,1,Regularmente,0,0,42,1,3,2,Mando,1,1,1,0,1,4.75
4843,Murcia,Región de Murcia,5,5,2,0,6,5,1,1,5,0,0,3,3,4,3,4,8,8,1,0,4,3,0,2,Regularmente,1,0,18,0,2,1,Mando,1,1,0,0,2,3.0
4845,Cádiz,Andalucía,5,4,3,3,5,4,1,4,4,0,0,3,3,4,3,4,8,7,0,0,8,3,1,2,Regularmente,0,0,25,0,4,1,Obrero,1,1,1,0,2,3.75
4869,Madrid,Comunidad de Madrid,4,5,4,0,6,4,1,2,4,0,0,3,3,4,3,4,7,7,1,0,1,3,0,1,Regularmente,0,1,18,0,2,1,Obrero,1,1,0,0,2,3.25
4871,Córdoba,Andalucía,4,4,4,5,6,5,1,14,5,1,1,3,4,4,4,5,8,10,0,0,1,3,0,1,Regularmente,1,1,38,1,2,2,Mando,1,1,1,0,2,4.25
4883,Madrid,Comunidad de Madrid,5,3,1,0,6,5,1,43,5,1,1,3,4,4,4,5,9,9,0,0,1,3,0,1,Mensualmente,0,1,70,1,0,2,Obrero,1,1,1,0,2,2.25
4894,Madrid,Comunidad de Madrid,2,5,4,0,5,2,1,57,5,1,1,3,4,5,4,4,9,9,0,0,1,3,0,1,Mensualmente,0,0,80,1,0,2,Obrero,1,1,1,1,1,2.75
4911,Rioja,La Rioja,4,4,2,0,5,5,1,4,5,0,0,3,3,4,3,4,7,7,1,0,1,3,0,1,Diariamente,0,1,20,0,2,1,Comerciante,1,1,1,0,2,2.5
4926,Madrid,Comunidad de Madrid,3,2,2,2,6,5,1,8,4,1,0,3,4,4,5,5,8,8,1,0,15,3,0,1,Diariamente,0,0,29,0,2,2,Obrero,1,1,1,1,2,2.25
4939,Sevilla,Andalucía,4,5,3,0,6,4,1,3,4,0,0,3,3,4,3,4,8,8,1,0,2,3,0,1,Regularmente,1,1,22,0,2,2,Obrero,1,1,0,0,1,3.0
4948,Huelva,Andalucía,5,4,4,5,6,5,1,3,5,1,0,3,4,5,4,5,8,8,1,0,2,3,0,1,Diariamente,1,1,22,0,2,2,Obrero,1,1,1,1,1,4.5
4955,Guipúzcoa,País Vasco,4,5,5,2,6,4,1,20,4,1,1,3,4,4,4,4,7,7,0,0,2,3,1,1,Regularmente,0,0,50,1,2,2,Administrativo,1,1,1,1,1,4.0
4980,Granada,Andalucía,5,4,5,5,5,2,1,13,3,1,1,4,2,3,5,4,10,4,1,0,3,3,1,1,Regularmente,0,0,34,1,2,2,Obrero,1,1,2,0,2,4.75
4999,Málaga,Andalucía,4,5,3,0,5,4,1,28,5,1,1,4,4,5,3,4,6,6,0,0,6,3,1,1,Regularmente,1,1,50,1,2,0,Comerciante,1,1,1,0,2,3.0
5004,Madrid,Comunidad de Madrid,4,4,2,3,6,5,1,1,5,1,0,4,4,3,4,4,7,7,1,0,7,3,1,1,Regularmente,0,0,22,0,2,2,Mando,1,1,2,1,2,3.25
5009,Sevilla,Andalucía,5,3,4,0,6,3,1,49,4,1,1,3,4,4,4,4,8,8,0,0,1,3,0,1,Mensualmente,0,1,76,1,1,2,Obrero,1,1,1,1,1,3.0
5012,Rioja,La Rioja,4,5,3,4,6,5,1,28,5,1,1,3,4,4,4,5,10,10,0,0,1,3,0,1,Regularmente,0,1,50,1,2,2,Obrero,1,1,1,0,2,4.0
5022,Madrid,Comunidad de Madrid,5,4,2,4,6,5,1,6,5,0,0,3,3,4,3,4,7,7,1,0,1,3,0,1,Regularmente,0,1,23,0,3,2,Obrero,1,1,1,1,1,3.75
5078,Granada,Andalucía,4,5,4,0,5,0,1,40,4,1,1,3,2,4,2,2,9,0,0,0,1,1,0,1,Sin actividad sexual,0,1,63,1,2,0,Obrero,1,1,1,1,2,3.25
5094,Zaragoza,Aragón,4,5,2,4,5,4,1,25,4,1,1,3,3,4,4,4,5,5,0,0,4,3,1,2,Regularmente,0,0,42,1,2,2,Mando,1,1,1,0,2,3.75
5121,Madrid,Comunidad de Madrid,5,4,2,5,4,3,1,20,3,1,0,1,3,4,3,4,5,10,0,1,4,3,1,1,Mensualmente,0,1,39,0,1,2,Obrero,1,1,1,0,1,4.0
5137,Málaga,Andalucía,4,5,4,4,5,4,1,37,4,1,1,3,4,4,4,4,6,6,0,0,1,3,0,1,Regularmente,0,0,61,1,2,2,Administrativo,1,1,0,0,2,4.25
5178,Jaén,Andalucía,2,5,4,4,6,2,1,8,5,1,1,3,4,2,3,4,6,4,1,1,1,3,0,2,Mensualmente,1,0,37,1,3,2,Mando,1,1,1,0,2,3.75
5205,Sevilla,Andalucía,4,4,2,4,6,5,1,1,5,0,0,3,3,4,3,4,7,6,1,0,5,3,0,1,Diariamente,0,1,19,0,3,1,Administrativo,1,1,1,0,2,3.5
5268,Málaga,Andalucía,5,3,4,0,3,4,1,12,4,1,1,3,5,5,5,5,8,8,1,0,3,3,0,1,Regularmente,1,1,43,1,2,2,Administrativo,1,1,1,0,2,3.0
5292,Cádiz,Andalucía,4,5,2,3,5,5,1,30,4,1,1,4,4,5,5,5,10,10,0,0,1,3,0,1,Regularmente,1,1,49,1,2,2,Obrero,1,1,1,1,2,3.5
5295,Navarra,Comunidad Foral de Navarra,5,5,3,4,6,5,1,16,5,1,1,4,5,5,5,5,9,8,1,0,20,3,1,1,Regularmente,0,0,34,1,2,2,Obrero,1,0,1,0,2,4.25
5302,Madrid,Comunidad de Madrid,1,5,1,0,5,4,1,1,5,0,0,3,3,4,3,4,9,5,1,0,6,3,1,2,Regularmente,0,0,23,0,2,1,Comerciante,1,1,1,0,2,1.75
5309,Santander,Cantabria,4,5,3,4,5,4,1,20,4,1,1,3,3,5,5,4,8,6,0,0,2,3,1,2,Diariamente,0,0,42,1,3,2,Mando,1,1,2,0,2,4.0
5321,Jaén,Andalucía,5,5,2,3,5,3,1,20,4,1,1,4,4,5,5,3,8,8,0,0,4,3,0,1,Regularmente,0,0,40,1,1,2,Obrero,1,1,1,1,2,3.75
5354,Guipúzcoa,País Vasco,5,4,4,5,6,5,1,10,4,1,1,3,4,5,4,4,8,9,0,0,5,3,0,1,Regularmente,0,1,41,1,2,2,Administrativo,1,1,1,0,1,4.5
5375,Málaga,Andalucía,5,4,3,4,6,4,1,26,5,1,1,4,4,5,5,5,5,5,1,0,1,3,0,1,Mensualmente,0,1,42,1,3,2,Mando,1,1,0,1,2,4.0
5385,Asturias,Principado de Asturias,2,5,2,2,3,2,1,17,2,1,1,4,5,5,5,2,8,5,0,0,7,1,1,2,Mensualmente,0,0,37,1,4,2,Autónomo,2,1,0,0,2,2.75
5391,Málaga,Andalucía,4,4,2,3,6,5,1,2,5,0,0,3,3,4,3,4,6,10,0,0,8,3,0,1,Diariamente,0,0,29,0,2,2,Mando,2,1,0,0,0,3.25
5394,Málaga,Andalucía,4,5,4,4,5,4,1,15,4,1,1,3,4,4,4,4,7,7,0,0,999,3,0,1,Regularmente,1,0,41,1,4,2,Autónomo,2,1,1,0,1,4.25
5429,Vizcaya,País Vasco,4,2,2,2,6,5,1,2,5,0,0,3,3,4,3,4,7,6,1,0,5,3,0,1,Regularmente,1,0,25,0,4,2,Mando,2,1,1,0,2,2.5
5445,Almería,Andalucía,4,4,3,5,6,5,1,15,5,1,1,3,3,4,4,5,10,10,0,0,2,3,0,1,Regularmente,0,1,34,1,3,2,Director,2,1,1,1,2,4.0
5477,Sevilla,Andalucía,5,5,4,5,6,5,1,10,5,1,1,3,4,4,4,5,8,10,1,0,1,3,0,1,Regularmente,1,1,30,1,2,2,Mando,1,1,0,0,2,4.75
5489,Zaragoza,Aragón,3,5,3,4,6,5,1,5,5,1,1,4,5,5,5,5,10,10,1,0,998,3,1,2,Regularmente,0,1,46,1,4,2,Obrero,1,0,0,0,2,3.75
5512,Guipúzcoa,País Vasco,4,3,2,2,6,4,1,10,4,1,1,3,3,5,4,4,7,7,0,0,10,1,0,1,Mensualmente,1,0,39,1,2,2,Obrero,1,1,1,1,2,2.75
5534,Sevilla,Andalucía,5,4,4,5,6,5,1,18,5,1,1,3,4,4,4,5,8,7,1,0,1,3,0,1,Regularmente,1,0,35,1,2,2,Obrero,1,1,1,0,2,4.5
5559,Navarra,Comunidad Foral de Navarra,4,5,4,4,6,5,1,13,4,1,1,3,4,4,4,5,9,10,1,0,1,3,0,1,Regularmente,0,1,38,1,2,2,Obrero,1,1,1,0,1,4.25
5580,Guipúzcoa,País Vasco,5,3,3,0,6,0,1,56,5,1,1,4,4,5,4,0,0,0,0,0,1,3,0,1,Ocasionalmente,0,1,74,1,1,2,Obrero,1,1,1,1,1,2.75
5603,Almería,Andalucía,4,3,4,4,5,4,1,34,5,1,1,3,4,4,4,4,9,9,0,0,1,3,0,1,Regularmente,0,1,50,1,1,2,Agricultor,1,1,1,0,2,3.75
5615,Jaén,Andalucía,5,5,4,5,6,4,1,21,5,1,1,4,4,5,5,5,8,8,0,1,1,3,0,1,Regularmente,0,1,44,1,3,0,Mando,1,1,1,1,2,4.75
5630,Granada,Andalucía,4,3,3,5,5,4,1,18,5,1,1,3,4,4,3,4,7,10,0,0,1,3,0,1,Regularmente,0,1,35,1,2,2,Obrero,1,1,1,0,1,3.75
5641,Cádiz,Andalucía,4,3,2,5,5,4,1,32,4,1,1,3,4,4,3,4,8,8,0,0,1,3,0,1,Regularmente,1,0,52,1,2,2,Mando,1,1,2,1,2,3.5
5676,Madrid,Comunidad de Madrid,4,5,4,5,5,4,1,5,4,1,0,3,4,4,4,4,5,4,1,0,10,3,0,1,Regularmente,0,0,36,0,3,2,Mando,1,1,1,0,2,4.5
5699,Granada,Andalucía,5,4,3,0,6,2,1,46,5,1,1,4,4,5,5,4,6,6,0,0,1,1,0,1,Regularmente,0,0,75,1,2,2,Mando,1,1,1,1,2,3.0
5703,Navarra,Comunidad Foral de Navarra,5,5,2,4,5,5,1,44,5,1,1,4,5,5,4,5,10,10,0,0,1,3,0,1,Mensualmente,0,1,67,1,2,2,Obrero,1,1,1,1,2,4.0
5719,Murcia,Región de Murcia,5,5,4,5,6,5,1,0,4,0,0,3,3,4,3,4,7,5,0,0,4,3,1,1,Regularmente,0,0,29,0,2,2,Obrero,1,1,1,0,2,4.75
5733,Sevilla,Andalucía,5,4,3,0,4,3,1,51,5,1,1,4,4,4,4,3,10,5,0,0,1,3,0,1,Sin actividad sexual,0,0,73,1,2,2,Obrero,1,1,1,0,1,3.0
5753,Asturias,Principado de Asturias,3,3,3,3,4,3,1,19,4,1,1,3,4,3,3,4,8,10,1,0,998,3,1,1,Regularmente,0,0,44,1,2,2,Mando,1,1,1,0,2,3.0
5755,Madrid,Comunidad de Madrid,5,4,2,4,6,4,1,3,5,1,0,4,5,5,3,5,9,9,1,0,15,3,1,1,Regularmente,0,1,28,0,4,2,Comerciante,1,1,0,0,2,3.75
5760,Sevilla,Andalucía,4,5,4,0,5,4,1,1,5,0,0,3,3,4,3,4,6,10,1,0,3,3,0,1,Regularmente,0,0,18,0,2,1,Comerciante,1,1,1,0,1,3.25
5772,Córdoba,Andalucía,5,5,2,4,5,4,1,5,5,0,0,3,3,4,3,4,8,10,0,0,50,3,1,2,Regularmente,0,0,32,0,2,2,Obrero,1,1,0,1,2,4.0
5787,Sevilla,Andalucía,4,5,3,4,6,5,1,8,5,0,0,3,3,4,3,4,8,9,1,0,2,3,0,1,Regularmente,0,1,25,0,2,2,Administrativo,1,1,1,0,2,4.0
5797,Sevilla,Andalucía,5,4,3,2,6,5,1,20,5,1,1,4,4,4,5,5,7,7,0,0,1,3,0,1,Regularmente,0,0,41,1,2,2,Obrero,1,1,0,0,2,3.5
5801,Madrid,Comunidad de Madrid,1,3,2,2,2,3,1,11,3,1,1,3,4,3,3,4,2,3,0,0,4,3,1,1,Mensualmente,1,0,40,1,3,2,Obrero,1,1,1,0,2,2.0
5838,Madrid,Comunidad de Madrid,3,5,4,4,6,4,1,11,4,0,0,3,3,4,3,4,5,5,1,0,1,3,0,1,Mensualmente,0,0,32,0,3,2,Mando,1,1,1,0,1,4.0
5867,Madrid,Comunidad de Madrid,4,5,3,4,6,4,1,33,4,1,1,3,3,4,4,4,8,10,0,0,3,3,0,1,Desconocido,0,0,59,1,2,2,Obrero,1,1,1,0,2,4.0
5909,Jaén,Andalucía,4,5,4,4,6,5,1,14,4,1,1,4,4,5,5,5,9,9,1,0,1,3,0,2,Regularmente,0,0,32,1,2,2,Obrero,1,1,1,1,2,4.25
5936,Granada,Andalucía,4,3,4,4,5,3,1,7,4,1,1,3,4,4,4,4,8,8,0,0,10,3,0,1,Regularmente,0,0,37,1,2,2,Obrero,1,1,1,0,2,3.75
6011,Málaga,Andalucía,4,4,4,4,5,4,1,3,4,0,0,3,3,4,3,4,6,6,1,0,1,3,0,1,Mensualmente,0,1,21,0,2,1,Mando,1,1,1,1,2,4.0
6021,Sevilla,Andalucía,5,4,3,4,6,5,1,2,5,1,0,4,5,5,5,5,7,7,1,0,1,3,0,1,Regularmente,1,0,25,0,2,2,Mando,1,1,1,1,0,4.0
6022,Teruel,Aragón,4,5,4,2,6,2,1,11,5,1,1,4,5,5,5,4,7,7,1,0,5,3,0,1,Regularmente,0,1,29,1,4,2,Comerciante,1,1,1,0,2,3.75
6089,Madrid,Comunidad de Madrid,4,5,2,4,5,4,1,6,4,0,0,3,3,4,3,4,9,9,1,1,7,3,1,1,Regularmente,0,1,25,0,2,2,Mando,1,1,0,0,2,3.75
6092,Madrid,Comunidad de Madrid,4,5,4,4,5,4,1,8,5,1,1,4,5,5,5,5,10,10,1,0,1,3,0,1,Regularmente,0,1,27,1,3,2,Autónomo,2,1,1,0,1,4.25
6111,Madrid,Comunidad de Madrid,4,5,4,0,6,4,1,46,4,1,1,4,5,5,5,5,8,8,0,0,1,3,0,1,Regularmente,0,1,71,1,4,2,Comerciante,2,1,1,0,2,3.25
6119,Cádiz,Andalucía,4,4,4,3,5,5,1,0,5,0,0,3,3,4,3,4,8,8,1,0,6,3,0,1,Diariamente,1,0,22,0,2,0,Obrero,1,1,0,0,2,3.75
6144,Madrid,Comunidad de Madrid,4,4,3,0,5,4,1,0,4,0,0,3,3,4,3,4,8,7,1,0,2,3,0,1,Regularmente,1,0,18,0,2,1,Obrero,1,1,0,1,1,2.75
6147,Guipúzcoa,País Vasco,4,3,4,0,5,4,1,47,4,1,1,2,4,4,4,4,8,7,0,0,1,3,0,1,Regularmente,0,0,73,1,4,2,Comerciante,1,1,1,0,1,2.75
6163,Sevilla,Andalucía,4,5,5,5,6,5,1,34,4,1,1,3,4,4,4,4,8,8,0,0,1,3,0,1,Regularmente,0,0,54,1,2,2,Comerciante,1,1,1,0,2,4.75
6175,Granada,Andalucía,4,4,4,2,6,4,1,25,4,1,1,4,5,5,4,5,7,7,0,0,2,3,0,1,Regularmente,0,0,53,1,4,2,Mando,1,1,0,0,1,3.5
6195,Madrid,Comunidad de Madrid,2,3,1,1,5,4,1,22,4,1,1,2,3,2,4,4,9,7,0,0,14,3,0,1,Regularmente,1,0,43,1,2,2,Obrero,1,1,1,1,1,1.75
6252,Madrid,Comunidad de Madrid,5,3,3,0,5,3,1,35,5,1,1,3,4,5,4,4,8,8,0,0,1,3,0,1,Regularmente,0,0,62,1,1,2,Obrero,1,1,1,0,1,2.75
6287,Madrid,Comunidad de Madrid,4,4,2,2,5,4,1,4,5,1,0,3,4,5,4,4,8,9,1,0,1,3,0,1,Regularmente,0,1,26,0,2,2,Obrero,1,1,0,1,2,3.0
6294,Málaga,Andalucía,4,3,2,0,5,4,1,32,4,1,1,3,4,4,2,4,10,10,0,0,10,3,1,2,Ocasionalmente,0,0,58,1,1,0,Autónomo,1,1,1,1,1,2.25
6308,Vizcaya,País Vasco,4,4,5,0,5,4,1,5,4,1,1,3,4,4,4,4,7,10,1,0,5,3,0,2,Regularmente,0,0,34,1,4,2,Mando,2,1,1,0,2,3.25
6310,Murcia,Región de Murcia,5,5,2,1,6,5,1,2,4,0,0,3,3,4,3,4,7,9,1,0,1,3,0,1,Regularmente,0,1,20,0,2,1,Director,2,1,2,0,2,3.25
6313,Madrid,Comunidad de Madrid,3,5,1,4,5,4,1,4,4,1,0,3,3,5,3,4,8,7,1,0,3,3,0,1,Regularmente,0,1,27,0,2,2,Autónomo,1,1,0,0,2,3.25
6367,Madrid,Comunidad de Madrid,4,5,4,0,4,3,1,40,4,1,1,3,3,4,4,4,8,7,0,0,3,3,1,1,Regularmente,0,0,66,1,3,2,Director,2,1,0,1,2,3.25
6401,Santander,Cantabria,5,4,4,5,6,5,1,5,5,0,0,3,3,4,3,4,10,10,1,0,3,3,0,1,Diariamente,1,1,28,0,3,2,Obrero,1,1,1,1,1,4.5
6426,Sevilla,Andalucía,4,4,2,2,5,4,1,5,4,1,1,2,3,4,3,4,10,7,1,0,6,3,0,2,Regularmente,1,0,25,1,2,2,Obrero,1,1,0,0,1,3.0
6461,Huelva,Andalucía,5,5,4,4,6,5,1,11,5,1,1,3,3,4,4,5,10,10,0,0,10,3,1,1,Regularmente,0,0,39,1,3,2,Administrativo,1,1,0,0,2,4.5
6469,Madrid,Comunidad de Madrid,5,5,4,4,5,4,1,18,4,1,1,4,4,4,4,4,8,7,1,0,5,3,0,1,Regularmente,0,0,40,1,3,2,Mando,1,1,1,1,0,4.5
6473,Álava,País Vasco,2,4,4,2,6,4,1,6,5,1,0,2,4,5,4,2,6,9,1,0,3,3,0,1,Regularmente,0,1,31,0,3,2,Mando,1,1,1,0,2,3.0
6488,Sevilla,Andalucía,4,1,4,0,5,1,1,56,4,1,1,3,4,4,4,4,8,10,0,0,8,3,0,1,Sin actividad sexual,0,0,84,1,2,2,Obrero,1,1,1,1,1,2.25
6544,Guipúzcoa,País Vasco,3,3,3,0,3,1,1,43,3,1,1,3,4,4,4,4,4,10,0,0,1,3,0,1,Regularmente,1,1,66,1,2,2,Otro,1,1,0,0,2,2.25
6549,Córdoba,Andalucía,4,5,4,4,6,5,1,20,4,1,1,3,4,4,4,4,8,8,0,0,1,3,0,1,Regularmente,0,1,32,1,3,2,Autónomo,2,1,1,1,2,4.25
6612,Málaga,Andalucía,4,2,2,0,6,5,1,40,5,1,1,3,4,4,4,4,8,7,0,0,1,3,1,1,Regularmente,0,0,50,1,2,2,Comerciante,1,1,1,1,2,2.0
6619,Madrid,Comunidad de Madrid,5,4,4,4,6,5,1,19,5,1,1,4,4,4,4,5,9,10,1,0,1,3,0,1,Regularmente,0,1,34,1,1,2,Comerciante,1,1,1,1,1,4.25
6622,Córdoba,Andalucía,3,5,3,3,4,3,1,30,3,1,1,3,3,3,3,3,5,10,0,0,3,3,1,1,Regularmente,0,0,48,1,2,2,Administrativo,1,1,1,1,2,3.5
6666,Málaga,Andalucía,2,2,3,0,2,1,1,35,1,1,1,1,2,5,3,0,1,1,0,0,1,1,0,1,Sin actividad sexual,0,1,58,1,2,2,Obrero,1,1,1,1,2,1.75
6667,Guipúzcoa,País Vasco,4,5,4,0,5,3,1,37,4,1,1,3,4,4,4,4,7,6,0,0,3,3,0,1,Regularmente,0,0,61,1,2,2,Obrero,1,1,1,1,2,3.25
6673,Almería,Andalucía,4,5,3,3,5,4,1,26,4,1,1,3,4,5,4,4,8,8,0,0,1,3,0,1,Regularmente,1,0,51,1,2,2,Obrero,1,1,1,1,2,3.75
6680,Madrid,Comunidad de Madrid,4,5,4,4,5,4,1,22,4,1,1,3,4,4,4,4,7,8,0,0,10,3,0,1,Regularmente,1,0,44,1,2,2,Administrativo,1,1,1,1,1,4.25
6730,Asturias,Principado de Asturias,3,5,2,0,4,0,1,53,4,1,1,3,3,5,5,3,5,4,0,0,1,3,1,1,Ocasionalmente,1,1,70,1,2,2,Obrero,1,1,1,1,2,2.5
6741,Santander,Cantabria,4,5,4,4,5,4,1,20,4,1,0,3,4,4,5,4,7,7,0,0,3,3,0,1,Desconocido,0,0,47,1,4,2,Mando,1,1,1,0,1,4.25
6747,Madrid,Comunidad de Madrid,4,5,4,0,6,5,1,0,5,0,0,3,3,4,3,4,8,8,1,1,5,3,0,1,Regularmente,0,1,21,0,2,1,Comerciante,2,1,0,0,2,3.25
6782,Granada,Andalucía,4,5,2,0,6,5,1,7,5,1,1,3,4,5,3,4,4,6,0,0,1,3,0,1,Regularmente,0,1,24,1,2,2,Obrero,1,1,2,0,2,2.75
6799,Madrid,Comunidad de Madrid,5,5,4,4,5,4,1,15,4,1,1,4,4,5,5,5,8,8,0,0,1,3,0,1,Regularmente,0,1,34,1,3,2,Administrativo,1,1,1,0,2,4.5
6841,Jaén,Andalucía,5,4,4,4,6,5,1,3,5,0,0,3,3,4,3,4,7,7,1,0,3,3,0,1,Diariamente,1,0,25,0,4,2,Mando,1,1,1,0,2,4.25
6869,Asturias,Principado de Asturias,5,5,4,5,6,5,1,15,5,1,1,4,5,5,5,5,8,5,1,0,1,3,0,1,Regularmente,1,0,35,1,2,2,Mando,1,1,2,1,2,4.75
6909,Córdoba,Andalucía,3,3,3,5,6,4,1,37,5,1,1,3,4,4,4,3,8,6,0,0,5,3,0,1,Regularmente,1,0,60,1,1,2,Obrero,1,1,1,0,0,3.5
6920,Jaén,Andalucía,5,5,4,0,6,1,1,59,5,1,1,3,4,3,3,5,10,10,0,0,1,1,0,1,Mensualmente,0,0,80,1,2,2,Obrero,1,1,0,0,2,3.5
